slug,name_display,source_format,original_preserved,raw_path,thumb_path,normalized_path,hires_path,output_format,status,notes
quadriceps-stretch-standing,Quadriceps Stretch Standing,png,yes,assets/exercises/Quadriceps Stretch Standing.png,assets/exercises/thumbs/quadriceps-stretch-standing.webp,assets/exercises/normalized/quadriceps-stretch-standing.webp,assets/exercises/hires/quadriceps-stretch-standing.webp,webp,ok,256KB → norm: 21KB (-92%)
rear-delt-fly,Rear Delt Fly,png,yes,assets/exercises/Rear Delt Fly.png,assets/exercises/thumbs/rear-delt-fly.webp,assets/exercises/normalized/rear-delt-fly.webp,assets/exercises/hires/rear-delt-fly.webp,webp,ok,1130KB → norm: 209KB (-81%)
reverse-lunge,Reverse Lunge,png,yes,assets/exercises/Reverse Lunge.png,assets/exercises/thumbs/reverse-lunge.webp,assets/exercises/normalized/reverse-lunge.webp,assets/exercises/hires/reverse-lunge.webp,webp,ok,259KB → norm: 22KB (-92%)
reverse-pec-deck,Reverse Pec Deck,png,yes,assets/exercises/Reverse Pec Deck.png,assets/exercises/thumbs/reverse-pec-deck.webp,assets/exercises/normalized/reverse-pec-deck.webp,assets/exercises/hires/reverse-pec-deck.webp,webp,ok,344KB → norm: 46KB (-87%)
romanian-deadlift,Romanian Deadlift,png,yes,assets/exercises/Romanian Deadlift.png,assets/exercises/thumbs/romanian-deadlift.webp,assets/exercises/normalized/romanian-deadlift.webp,assets/exercises/hires/romanian-deadlift.webp,webp,ok,1049KB → norm: 23KB (-98%)
rowing,Rowing,png,yes,assets/exercises/Rowing.png,assets/exercises/thumbs/rowing.webp,assets/exercises/normalized/rowing.webp,assets/exercises/hires/rowing.webp,webp,ok,1057KB → norm: 32KB (-97%)
running,Running,png,yes,assets/exercises/Running.png,assets/exercises/thumbs/running.webp,assets/exercises/normalized/running.webp,assets/exercises/hires/running.webp,webp,ok,973KB → norm: 30KB (-97%)
russian-twist,Russian Twist,png,yes,assets/exercises/Russian Twist.png,assets/exercises/thumbs/russian-twist.webp,assets/exercises/normalized/russian-twist.webp,assets/exercises/hires/russian-twist.webp,webp,ok,1098KB → norm: 33KB (-97%)
seated-cable-row,Seated Cable Row,png,yes,assets/exercises/Seated Cable Row.png,assets/exercises/thumbs/seated-cable-row.webp,assets/exercises/normalized/seated-cable-row.webp,assets/exercises/hires/seated-cable-row.webp,webp,ok,1071KB → norm: 31KB (-97%)
seated-calf-raise,Seated Calf Raise,png,yes,assets/exercises/Seated Calf Raise.png,assets/exercises/thumbs/seated-calf-raise.webp,assets/exercises/normalized/seated-calf-raise.webp,assets/exercises/hires/seated-calf-raise.webp,webp,ok,277KB → norm: 39KB (-86%)
seated-dumbbell-press,Seated Dumbbell Press,png,yes,assets/exercises/Seated Dumbbell Press.png,assets/exercises/thumbs/seated-dumbbell-press.webp,assets/exercises/normalized/seated-dumbbell-press.webp,assets/exercises/hires/seated-dumbbell-press.webp,webp,ok,1290KB → norm: 137KB (-89%)
seated-leg-curl,Seated Leg Curl,png,yes,assets/exercises/Seated Leg Curl.png,assets/exercises/thumbs/seated-leg-curl.webp,assets/exercises/normalized/seated-leg-curl.webp,assets/exercises/hires/seated-leg-curl.webp,webp,ok,1382KB → norm: 238KB (-83%)
seated-row-machine,Seated Row Machine,png,yes,assets/exercises/Seated Row Machine.png,assets/exercises/thumbs/seated-row-machine.webp,assets/exercises/normalized/seated-row-machine.webp,assets/exercises/hires/seated-row-machine.webp,webp,ok,1115KB → norm: 35KB (-97%)
shoulder-cross-body-stretch,Shoulder Cross-Body Stretch,png,yes,assets/exercises/Shoulder Cross-Body Stretch.png,assets/exercises/thumbs/shoulder-cross-body-stretch.webp,assets/exercises/normalized/shoulder-cross-body-stretch.webp,assets/exercises/hires/shoulder-cross-body-stretch.webp,webp,ok,200KB → norm: 15KB (-92%)
shoulder-press-machine,Shoulder Press Machine,png,yes,assets/exercises/Shoulder Press Machine.png,assets/exercises/thumbs/shoulder-press-machine.webp,assets/exercises/normalized/shoulder-press-machine.webp,assets/exercises/hires/shoulder-press-machine.webp,webp,ok,1211KB → norm: 40KB (-97%)
side-plank,Side Plank,png,yes,assets/exercises/Side Plank.png,assets/exercises/thumbs/side-plank.webp,assets/exercises/normalized/side-plank.webp,assets/exercises/hires/side-plank.webp,webp,ok,977KB → norm: 25KB (-97%)
single-arm-cable-row,Single-Arm Cable Row,png,yes,assets/exercises/Single-Arm Cable Row.png,assets/exercises/thumbs/single-arm-cable-row.webp,assets/exercises/normalized/single-arm-cable-row.webp,assets/exercises/hires/single-arm-cable-row.webp,webp,ok,700KB → norm: 29KB (-96%)
single-leg-hip-thrust,Single-Leg Hip Thrust,png,yes,assets/exercises/Single-Leg Hip Thrust.png,assets/exercises/thumbs/single-leg-hip-thrust.webp,assets/exercises/normalized/single-leg-hip-thrust.webp,assets/exercises/hires/single-leg-hip-thrust.webp,webp,ok,915KB → norm: 22KB (-98%)
sit-up,Sit-Up,png,yes,assets/exercises/Sit-Up.png,assets/exercises/thumbs/sit-up.webp,assets/exercises/normalized/sit-up.webp,assets/exercises/hires/sit-up.webp,webp,ok,175KB → norm: 24KB (-87%)
skater-jump,Skater Jump,png,yes,assets/exercises/Skater Jump.png,assets/exercises/thumbs/skater-jump.webp,assets/exercises/normalized/skater-jump.webp,assets/exercises/hires/skater-jump.webp,webp,ok,499KB → norm: 29KB (-94%)
skull-crusher,Skull Crusher,png,yes,assets/exercises/Skull Crusher.png,assets/exercises/thumbs/skull-crusher.webp,assets/exercises/normalized/skull-crusher.webp,assets/exercises/hires/skull-crusher.webp,webp,ok,4485KB → norm: 315KB (-93%)
sled-push,Sled Push,png,yes,assets/exercises/Sled Push.png,assets/exercises/thumbs/sled-push.webp,assets/exercises/normalized/sled-push.webp,assets/exercises/hires/sled-push.webp,webp,ok,304KB → norm: 38KB (-88%)
smith-machine-squat,Smith Machine Squat,png,yes,assets/exercises/Smith Machine Squat.png,assets/exercises/thumbs/smith-machine-squat.webp,assets/exercises/normalized/smith-machine-squat.webp,assets/exercises/hires/smith-machine-squat.webp,webp,ok,1294KB → norm: 48KB (-96%)
sprint-intervals,Sprint Intervals,png,yes,assets/exercises/Sprint Intervals.png,assets/exercises/thumbs/sprint-intervals.webp,assets/exercises/normalized/sprint-intervals.webp,assets/exercises/hires/sprint-intervals.webp,webp,ok,1017KB → norm: 31KB (-97%)
squat-jump,Squat Jump,png,yes,assets/exercises/Squat Jump.png,assets/exercises/thumbs/squat-jump.webp,assets/exercises/normalized/squat-jump.webp,assets/exercises/hires/squat-jump.webp,webp,ok,1234KB → norm: 28KB (-98%)
stair-climber,Stair Climber,png,yes,assets/exercises/Stair Climber.png,assets/exercises/thumbs/stair-climber.webp,assets/exercises/normalized/stair-climber.webp,assets/exercises/hires/stair-climber.webp,webp,ok,1124KB → norm: 35KB (-97%)
standing-calf-raise,Standing Calf Raise,png,yes,assets/exercises/Standing Calf Raise.png,assets/exercises/thumbs/standing-calf-raise.webp,assets/exercises/normalized/standing-calf-raise.webp,assets/exercises/hires/standing-calf-raise.webp,webp,ok,877KB → norm: 290KB (-67%)
step-up,Step-Up,png,yes,assets/exercises/Step-Up.png,assets/exercises/thumbs/step-up.webp,assets/exercises/normalized/step-up.webp,assets/exercises/hires/step-up.webp,webp,ok,943KB → norm: 22KB (-98%)
stiff-leg-deadlift,Stiff-Leg Deadlift,png,yes,assets/exercises/Stiff-Leg Deadlift.png,assets/exercises/thumbs/stiff-leg-deadlift.webp,assets/exercises/normalized/stiff-leg-deadlift.webp,assets/exercises/hires/stiff-leg-deadlift.webp,webp,ok,1168KB → norm: 151KB (-87%)
straight-arm-pulldown,Straight-Arm Pulldown,png,yes,assets/exercises/Straight-Arm Pulldown.png,assets/exercises/thumbs/straight-arm-pulldown.webp,assets/exercises/normalized/straight-arm-pulldown.webp,assets/exercises/hires/straight-arm-pulldown.webp,webp,ok,600KB → norm: 28KB (-95%)
sumo-deadlift,Sumo Deadlift,png,yes,assets/exercises/Sumo Deadlift.png,assets/exercises/thumbs/sumo-deadlift.webp,assets/exercises/normalized/sumo-deadlift.webp,assets/exercises/hires/sumo-deadlift.webp,webp,ok,1021KB → norm: 27KB (-97%)
sumo-squat,Sumo Squat,png,yes,assets/exercises/Sumo Squat.png,assets/exercises/thumbs/sumo-squat.webp,assets/exercises/normalized/sumo-squat.webp,assets/exercises/hires/sumo-squat.webp,webp,ok,299KB → norm: 28KB (-91%)
superman-hold,Superman Hold,png,yes,assets/exercises/Superman Hold.png,assets/exercises/thumbs/superman-hold.webp,assets/exercises/normalized/superman-hold.webp,assets/exercises/hires/superman-hold.webp,webp,ok,3420KB → norm: 147KB (-96%)
t-bar-row,T-Bar Row,png,yes,assets/exercises/T-Bar Row.png,assets/exercises/thumbs/t-bar-row.webp,assets/exercises/normalized/t-bar-row.webp,assets/exercises/hires/t-bar-row.webp,webp,ok,1343KB → norm: 308KB (-77%)
toe-touch-stretch,Toe Touch Stretch,png,yes,assets/exercises/Toe Touch Stretch.png,assets/exercises/thumbs/toe-touch-stretch.webp,assets/exercises/normalized/toe-touch-stretch.webp,assets/exercises/hires/toe-touch-stretch.webp,webp,ok,473KB → norm: 16KB (-97%)
triceps-pushdown,Triceps Pushdown,png,yes,assets/exercises/Triceps Pushdown.png,assets/exercises/thumbs/triceps-pushdown.webp,assets/exercises/normalized/triceps-pushdown.webp,assets/exercises/hires/triceps-pushdown.webp,webp,ok,1145KB → norm: 32KB (-97%)
upright-row,Upright Row,png,yes,assets/exercises/Upright Row.png,assets/exercises/thumbs/upright-row.webp,assets/exercises/normalized/upright-row.webp,assets/exercises/hires/upright-row.webp,webp,ok,326KB → norm: 33KB (-90%)
walking-lunge,Walking Lunge,png,yes,assets/exercises/Walking Lunge.png,assets/exercises/thumbs/walking-lunge.webp,assets/exercises/normalized/walking-lunge.webp,assets/exercises/hires/walking-lunge.webp,webp,ok,1010KB → norm: 30KB (-97%)
wide-push-up,Wide Push-Up,png,yes,assets/exercises/Wide Push-Up.png,assets/exercises/thumbs/wide-push-up.webp,assets/exercises/normalized/wide-push-up.webp,assets/exercises/hires/wide-push-up.webp,webp,ok,886KB → norm: 19KB (-98%)
wide-grip-lat-pulldown,Wide-Grip Lat Pulldown,png,yes,assets/exercises/Wide-Grip Lat Pulldown.png,assets/exercises/thumbs/wide-grip-lat-pulldown.webp,assets/exercises/normalized/wide-grip-lat-pulldown.webp,assets/exercises/hires/wide-grip-lat-pulldown.webp,webp,ok,1249KB → norm: 33KB (-97%)
wrist-flexor-stretch,Wrist Flexor Stretch,png,yes,assets/exercises/Wrist Flexor Stretch.png,assets/exercises/thumbs/wrist-flexor-stretch.webp,assets/exercises/normalized/wrist-flexor-stretch.webp,assets/exercises/hires/wrist-flexor-stretch.webp,webp,ok,637KB → norm: 26KB (-96%)
